0.101492776,0.062194057,0.136463954,0.15069389,0.156578314,0.113342887,0.053400957,0.225833165,1
0.188200013,0.052550076,0.049194884,0.116553582,0.197274616,0.084443074,0.092275915,0.21950784,1
0.25435484,0.074867611,0.050905454,0.245976611,0.098048081,0.021335459,0.147825071,0.106686873,1
0.183674999,0.08338775,0.067719317,0.246430802,0.126960338,0.084613463,0.051843922,0.155369409,1
0.169345526,0.07904216,0.073564946,0.293878895,0.15044414,0.035710469,0.133822916,0.064190948,1
0.070519775,0.056518849,0.056185014,0.149529321,0.172302052,0.046299467,0.08487756,0.363767962,1
0.166020512,0.055383128,0.072845406,0.060774311,0.196874832,0.082435698,0.22576384,0.139902271,0
0.23644917,0.068684212,0.175168652,0.087602721,0.07035809,0.069976409,0.144422627,0.147338119,0
0.135272342,0.051647664,0.074447678,0.101683153,0.07451892,0.149460014,0.202661805,0.210308424,0
0.176641357,0.128630216,0.149089844,0.069469159,0.109614754,0.114420657,0.099575592,0.152558421,0
0.047165797,0.054611784,0.20554076,0.05624281,0.19557338,0.131600927,0.14297871,0.166285831,0
0.043790351,0.140104131,0.351391878,0.056369316,0.019007289,0.056771954,0.165970149,0.166594932,0
0.111722851,0.068190832,0.24203896,0.076682608,0.046798087,0.143800303,0.116295346,0.194471014,0
0.132493357,0.085958258,0.053111885,0.266601572,0.110068444,0.175948963,0.106735455,0.069082067,0
0.1067948,0.047893877,0.093427647,0.094417807,0.077117144,0.147893198,0.298973896,0.133481631,0
0.095850079,0.055884106,0.105502835,0.066117555,0.380364411,0.09567689,0.074919645,0.12568448,0
0.312015339,0.047587264,0.049674567,0.13725633,0.050204483,0.046191684,0.252907459,0.104162874,0
0.04003531,0.0714616,0.110639371,0.171398546,0.082937492,0.090714196,0.197704822,0.235108664,0
0.033072358,0.014388573,0.074513779,0.356490975,0.162134557,0.215133439,0.104320067,0.039946252,0
0.283553912,0.120462233,0.247273898,0.053951741,0.034635504,0.081021022,0.072181471,0.106920218,0
0.067884938,0.194109139,0.238035768,0.063862807,0.04122225,0.088463922,0.137845221,0.168575954,0
0.087258311,0.075054091,0.258238313,0.062364307,0.091942796,0.122946352,0.072202099,0.22999373,0
0.212208497,0.171777644,0.090442904,0.069192528,0.101810786,0.209430551,0.034977403,0.110159687,0
0.071632142,0.333578332,0.130119349,0.039779801,0.109216954,0.107311963,0.104486978,0.103874481,0
0.081344082,0.30153706,0.190658129,0.151349292,0.122115096,0.068219973,0.030240727,0.054535642,0
0.0345393,0.117280638,0.186420515,0.133081744,0.220630185,0.115343005,0.154258354,0.03844626,0
0.043238519,0.074288895,0.178199116,0.10847261,0.135616809,0.090807733,0.069919326,0.299456992,0
0.092341005,0.213740472,0.125205029,0.106167942,0.094996178,0.113456215,0.077025984,0.177067175,0
0.254804041,0.045746988,0.212149379,0.193987278,0.070051215,0.026852814,0.108969569,0.087438715,0
