,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_covariance_type,param_max_iter,param_n_components,param_reg_covar,param_tol,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
380,0.007068634033203125,0.00021664301554361978,-23.150587275196624,-1.840555706672778,spherical,200,3,0.001,0.0001,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 0.0001, 'reg_covar': 0.001, 'n_components': 3}",198,-47.14269548404724,-2.130866817851337,-10.33420192003287,-1.8472178771733994,-11.974864421509777,-1.5435824249935974,0.0022204771044079877,1.1894408501860113e-06,16.978199464604323,0.2398041255002444
381,0.0059193770090738935,0.00028634071350097656,-23.19121571464906,-1.84060513079019,spherical,200,3,0.001,0.001,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 0.001, 'reg_covar': 0.001, 'n_components': 3}",200,-47.271344471229895,-2.1308810722666953,-10.32743825120752,-1.8473498528120849,-11.974864421509762,-1.5435844672917893,0.0012103451602563627,9.461964048858903e-05,17.04049987425609,0.23981026390339952
382,0.004106362660725911,0.00023627281188964844,-23.692169280434626,-1.832620792207699,spherical,200,3,0.001,0.01,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 0.01, 'reg_covar': 0.001, 'n_components': 3}",222,-46.001058291038404,-2.1389362105511305,-9.944287854827579,-1.877227626350386,-15.131161695437898,-1.4816985397215796,0.0011900071706417302,1.8258359833576293e-05,15.916256086680276,0.27016373582025915
383,0.004290978113810222,0.0002570152282714844,-22.640070189124735,-1.857051136576499,spherical,200,3,0.001,0.1,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 0.1, 'reg_covar': 0.001, 'n_components': 3}",193,-46.001058291036834,-2.138936210551136,-9.944287854827579,-1.877227626350386,-11.974864421509789,-1.5549895728279752,0.0006528643812787026,1.0083349073383238e-05,16.539500881658,0.2388217424241253
384,0.01681860287984212,0.0002884070078531901,-21.28283229062976,-1.856915291431547,spherical,200,3,0.01,1e-06,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 1e-06, 'reg_covar': 0.01, 'n_components': 3}",155,-42.67894390812422,-2.1411897114997838,-9.7073311802535,-1.8581695752557732,-11.462221783511561,-1.5713865875390836,0.007163577957657049,9.935722219837414e-05,15.146288973839145,0.23262284201367253
385,0.010243574778238932,0.0003727277119954427,-21.338074067123742,-1.8562637093630456,spherical,200,3,0.01,1e-05,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 1e-05, 'reg_covar': 0.01, 'n_components': 3}",157,-42.84514588568291,-2.1392757589684326,-9.706854532176852,-1.8581716072004237,-11.462221783511461,-1.57134376192028,0.0032191808895938746,0.00010524145247399633,15.224671473264724,0.23186119176983763
386,0.008152643839518229,0.00023372968037923178,-22.005376173811193,-1.8321447779708915,spherical,200,3,0.01,0.0001,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 0.0001, 'reg_covar': 0.01, 'n_components': 3}",175,-42.618249437874994,-2.1420005872787846,-9.70488972240503,-1.8581885107778058,-13.692989361153563,-1.4962452358560845,0.0036736744501296987,1.7552890419997426e-05,14.666154752409,0.26427094743419705
387,0.004785299301147461,0.0002190272013346354,-21.246791289483046,-1.8566162366087091,spherical,200,3,0.01,0.001,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 0.001, 'reg_covar': 0.01, 'n_components': 3}",154,-42.58017162510463,-2.1413568051135745,-9.697980459833094,-1.8583194799519651,-11.462221783511405,-1.570172424760588,0.0020502064580490247,2.809789900726269e-06,15.102162632556041,0.2331881570294985
388,0.00543673833211263,0.0002377033233642578,-21.56284439785393,-1.8443615485774218,spherical,200,3,0.01,0.01,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 0.01, 'reg_covar': 0.01, 'n_components': 3}",160,-41.85856056960208,-2.1487999683246195,-9.29408622390733,-1.8864451459238607,-13.53588640005237,-1.497839531483785,0.0020391906768258755,1.7937994491156117e-05,14.45534015226912,0.26741434074885295
389,0.0034220218658447266,0.0002219676971435547,-21.206420595621918,-1.8570717685580629,spherical,200,3,0.01,0.1,"{'max_iter': 200, 'covariance_type': 'spherical', 'tol': 0.1, 'reg_covar': 0.01, 'n_components': 3}",153,-42.473954077395604,-2.1423772973374273,-9.683085925959407,-1.8588161600672664,-11.462221783510747,-1.570021848269495,0.00026997153861718095,2.2450203723630166e-06,15.055947139445811,0.23366638924720812
