,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_leaf_size,param_n_neighbors,param_weights,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
46,0.0006275177001953125,0.001108249028523763,0.9733333333333334,0.9667260843731432,20,9,uniform,"{'weights': 'uniform', 'n_neighbors': 9, 'leaf_size': 20}",43,0.9607843137254902,0.9595959595959596,0.9803921568627451,0.9797979797979798,0.9791666666666666,0.9607843137254902,0.0001426760736687549,0.0002588710778580342,0.009020673423841885,0.009255948857633523
47,0.00046761830647786457,0.0009593168894449869,0.98,1.0,20,9,distance,"{'weights': 'distance', 'n_neighbors': 9, 'leaf_size': 20}",10,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,5.399477561779985e-06,5.228323683229614e-06,0.015924659219017204,0.0
48,0.0004666646321614583,0.0009337266286214193,0.9733333333333334,0.9635571400277282,20,10,uniform,"{'weights': 'uniform', 'n_neighbors': 10, 'leaf_size': 20}",43,0.9607843137254902,0.9696969696969697,0.9803921568627451,0.9797979797979798,0.9791666666666666,0.9411764705882353,3.899842626694138e-06,1.993454351924016e-05,0.009020673423841885,0.016353967402133508
49,0.0004623730977376302,0.0009653568267822266,0.9866666666666667,1.0,20,10,distance,"{'weights': 'distance', 'n_neighbors': 10, 'leaf_size': 20}",1,0.9803921568627451,1.0,0.9803921568627451,1.0,1.0,1.0,1.1894408501860113e-06,2.4853540692507252e-06,0.009146591207600491,0.0
50,0.0006199677785237631,0.0011556943257649739,0.9733333333333334,0.9668251138839373,20,11,uniform,"{'weights': 'uniform', 'n_neighbors': 11, 'leaf_size': 20}",43,0.9607843137254902,0.9696969696969697,0.9607843137254902,0.9797979797979798,1.0,0.9509803921568627,0.0002155777165181728,0.0003325795516538861,0.018293182415200927,0.011938704737714826
51,0.0004620552062988281,0.0009839534759521484,0.98,1.0,20,11,distance,"{'weights': 'distance', 'n_neighbors': 11, 'leaf_size': 20}",10,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,2.9968750691357935e-06,1.0239978515207141e-05,0.015924659219017204,0.0
52,0.0005932648976643881,0.0011960665384928386,0.9666666666666667,0.9700930877401466,20,12,uniform,"{'weights': 'uniform', 'n_neighbors': 12, 'leaf_size': 20}",67,0.9607843137254902,0.9696969696969697,0.9607843137254902,0.9797979797979798,0.9791666666666666,0.9607843137254902,0.00017934300600788627,0.0003748405816946431,0.008574929257125411,0.007767348604130532
53,0.0004916985829671224,0.0009906291961669922,0.98,1.0,20,12,distance,"{'weights': 'distance', 'n_neighbors': 12, 'leaf_size': 20}",10,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,3.923239518779402e-05,5.408827313478328e-06,0.015924659219017204,0.0
54,0.0006620883941650391,0.0012658437093098958,0.96,0.97346009110715,20,13,uniform,"{'weights': 'uniform', 'n_neighbors': 13, 'leaf_size': 20}",85,0.9607843137254902,0.9696969696969697,0.9411764705882353,0.98989898989899,0.9791666666666666,0.9607843137254902,0.00028137722598084246,0.000465245836473381,0.015434872662825786,0.012180227262049363
55,0.00048200289408365887,0.0010143121083577473,0.9733333333333334,1.0,20,13,distance,"{'weights': 'distance', 'n_neighbors': 13, 'leaf_size': 20}",43,0.9803921568627451,1.0,0.9411764705882353,1.0,1.0,1.0,1.3021428590072647e-05,7.182517705087664e-06,0.024414717515722953,0.0
56,0.00046563148498535156,0.0012103716532389324,0.9666666666666667,0.9635571400277282,20,14,uniform,"{'weights': 'uniform', 'n_neighbors': 14, 'leaf_size': 20}",67,0.9607843137254902,0.9696969696969697,0.9607843137254902,0.9797979797979798,0.9791666666666666,0.9411764705882353,2.9394216551632767e-06,0.000369613720376396,0.008574929257125411,0.016353967402133508
57,0.0005640188852945963,0.0010412534077962239,0.98,1.0,20,14,distance,"{'weights': 'distance', 'n_neighbors': 14, 'leaf_size': 20}",10,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,8.285547793177718e-05,2.8782783366941322e-05,0.015924659219017204,0.0
58,0.0004680951436360677,0.0012679894765218098,0.9666666666666667,0.9701921172509408,20,15,uniform,"{'weights': 'uniform', 'n_neighbors': 15, 'leaf_size': 20}",67,0.9607843137254902,0.9696969696969697,0.9411764705882353,0.98989898989899,1.0,0.9509803921568627,2.9156901562760897e-06,0.0004279185264529927,0.0242535625036333,0.015892308220824537
59,0.0005066394805908203,0.0010216236114501953,0.9733333333333334,1.0,20,15,distance,"{'weights': 'distance', 'n_neighbors': 15, 'leaf_size': 20}",43,0.9803921568627451,1.0,0.9411764705882353,1.0,1.0,1.0,5.2612233604418535e-05,1.765907686914559e-05,0.024414717515722953,0.0
60,0.0004706382751464844,0.0008366107940673828,0.9666666666666667,1.0,30,1,uniform,"{'weights': 'uniform', 'n_neighbors': 1, 'leaf_size': 30}",67,0.9803921568627451,1.0,0.9215686274509803,1.0,1.0,1.0,2.0259500975779433e-05,1.1628049951026842e-05,0.033333333333333354,0.0
